USN ,Gender,Age,12th marks %,rural/ urban area ,Section,Why take this course?,Which teaching methods helped your learning? ,Were you prepared to take this course based on prior coursework?,"How much time did you spend weekly on this course outside of class for C01?
",How much time did you spend weekly on this course outside of class for C02? ,How much time did you spend weekly on this course outside of class for C03? ,How much time did you spend weekly on this course outside of class for C04? ,What level have you achieved in the course outcomes for C01?,What level have you achieved in the course outcomes for C02?,What level have you achieved in the course outcomes for C03?,What level have you achieved in the course outcomes for C04?,What were the key aspects of your efforts in CO1?,What were the key aspects of your efforts in CO2?,What were the key aspects of your efforts in CO3?,What were the key aspects of your efforts in CO4?,"
How satisfied are you with C01?","
How satisfied are you with C02?","
How satisfied are you with C03?","
How satisfied are you with C04?",List strategies for learning the course outcomes for C01,List strategies for learning the course outcomes for C02,List strategies for learning the course outcomes for C03,List strategies for learning the course outcomes for C04,"How many marks will you give yourself for C01? 
","How many marks will you give yourself for C02? 
","How many marks will you give yourself for C03? 
","How many marks will you give yourself for C04? 
","If your marks are low in C01, who do you blame for your performance?","If your marks are low in C02, who do you blame for your performance?","If your marks are low in C03, who do you blame for your performance?","If your marks are low in C04, who do you blame for your performance?",Explain briefly your rationale for you choice to the previous question,Would more faculty concern improve your learning in C01?,Would more faculty concern improve your learning in C02?,Would more faculty concern improve your learning in C03?,Would more faculty concern improve your learning in C04?,Would more outside help improve your learning in C01?,Would more outside help improve your learning in C02?,Would more outside help improve your learning in C03?,Would more outside help improve your learning in C04?,Your overall feedback 
1RVU23BSC029,Female,18,88.33%,Urban,IDA_A,"Fulfills general curriculum/education requirement;Required (Core) for Program, Minor, or Specialization;Interest in the subject;Fits into my schedule","Lectures, including online lectures;Class discussions, including online discussion boards;In-class clickers or other quick response methods;In-class learning activities, other than discussions;Outside-class homework, readings;Projects or portfolios;Teamwork or group activities;Student presentations;Guest lecturers;Fieldwork/ field trips;Writing work",Yes,R6,R7,R8,R9,R7,R7,R7,R7,R6,R6,R6,R6,R1,R1,R1,R1,R5,R5,R5,R5,5,5,5,5,NA(marks >2),NA(marks >2),NA(marks >2),NA(marks >2),"yes i opted fot NA bcz my marks are more than that ,if my marks is less than that i will blame my bcz it my mistake that i not gave interest in study ",Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Excellent (> 90%)
1RVU23BSC162,Female,18,72,Urban,IDA_B,"Fulfills general curriculum/education requirement;Required (Core) for Program, Minor, or Specialization;Interest in the subject;Fits into my schedule;Advisor recommended the course","Lectures, including online lectures;Class discussions, including online discussion boards;In-class clickers or other quick response methods;In-class learning activities, other than discussions;Outside-class homework, readings;Projects or portfolios;Teamwork or group activities;Student presentations;Guest lecturers;Writing work",Yes,R2,R2,R2,R3,R7,R7,R7,R7,R2,R2,R2,R2,R3,R3,R3,R3,R5,R5,R5,R5,4,4,4,4,Yourself,Yourself,Yourself,Yourself,The circumstances and the teaching was good so if anyone were to blame it would be me. ,NO,NO,NO,NO,Yes,Yes,Yes,Yes,Good (70 - 90%)
1RVU23BSC085,Female,18,69%,Rural,IDA_A,"Fulfills general curriculum/education requirement;Required (Core) for Program, Minor, or Specialization;Interest in the subject;Friends recommended the course","Lectures, including online lectures;Class discussions, including online discussion boards;In-class learning activities, other than discussions;Outside-class homework, readings;Labs;Teamwork or group activities",No,R2,R2,R4,R4,R6,R6,R7,R7,R5,R5,R5,R5,R3,R3,R2,R2,R5,R5,R4,R5,5,5,4,5,NA(marks >2),NA(marks >2),NA(marks >2),NA(marks >2),"The teachers helped as in when I asked. And so far this is one subject iv never lost intrest in due to my understanding, teachers way of helping and everything ",Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Excellent (> 90%)
1RVU23BSC177,Male,18,70%,Urban,IDA_C,"Fulfills general curriculum/education requirement;Required (Core) for Program, Minor, or Specialization;Interest in the subject","Lectures, including online lectures;Class discussions, including online discussion boards;In-class clickers or other quick response methods;In-class learning activities, other than discussions;Projects or portfolios",No,R2,R2,R2,R2,R4,R4,R4,R4,R12,R4,R4,R4,R1,R1,R1,R1,R5,R5,R5,R5,5,5,5,5,Yourself,Yourself,Yourself,Yourself,I am responsible for my low scores,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Excellent (> 90%)
1RVU23BSC003,Male,19,78,Urban,IDA_A,"Required (Core) for Program, Minor, or Specialization;Interest in the subject","Lectures, including online lectures;Class discussions, including online discussion boards;In-class clickers or other quick response methods;In-class learning activities, other than discussions;Projects or portfolios",Yes,R4,R4,R4,R4,R7,R7,R7,R7,R5,R5,R7,R7,R3,R3,R3,R3,R5,R5,R5,R5,5,5,5,5,Yourself,Yourself,Yourself,Yourself,I am confident I did very well in the examination.,NO,NO,NO,NO,NO,NO,NO,NO,Excellent (> 90%)
1RVU23BSC155,Female,17,79%,Urban,IDA_C,Fulfills general curriculum/education requirement;Interest in the subject;Fits into my schedule;Advisor recommended the course,"Lectures, including online lectures;Class discussions, including online discussion boards;In-class learning activities, other than discussions;Projects or portfolios;Teamwork or group activities;Student presentations",Yes,R5,R6,R7,R8,R7,R7,R7,R6,R8,R5,R7,R10,R3,R3,R3,R2,R5,R5,R5,R5,5,4,4,3,Yourself,Yourself,Yourself,Yourself,I will blame myself because it's my mistake of less efforts.,NO,NO,NO,NO,NO,NO,NO,NO,Excellent (> 90%)
11,Female,18,60%,Urban,IDA_A,"Fulfills general curriculum/education requirement;Required (Core) for Program, Minor, or Specialization;Interest in the subject;Reputation or peer recommendation of the instructor (faculty);Fits into my schedule","Lectures, including online lectures;In-class learning activities, other than discussions;Outside-class homework, readings;Projects or portfolios;Teamwork or group activities;Student presentations",Yes,R2,R2,R1,R1,R7,R7,R7,R7,R1,R2,R3,R5,R1,R2,R2,R1,R5,R5,R5,R5,2,3,4,4,Yourself,Yourself,Yourself,Yourself,"i understood the  all the co1,2,3,4 very well",Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Excellent (> 90%)
1RVU23BSC,Female,18,61%,Urban,IDA_C,"Fulfills general curriculum/education requirement;Required (Core) for Program, Minor, or Specialization;Interest in the subject;Reputation or peer recommendation of the instructor (faculty);Advisor recommended the course;Friends recommended the course","Lectures, including online lectures;Class discussions, including online discussion boards;In-class clickers or other quick response methods;In-class learning activities, other than discussions;Outside-class homework, readings;Projects or portfolios;Teamwork or group activities;Student presentations",Yes,R3,R2,R1,R4,R4,R5,R7,R3,R1,R2,R3,R5,R1,R2,R3,R4,R1,R2,R3,R4,4,3,5,3,Yourself,Yourself,Yourself,Yourself,I'm the one who need to put more efforts and understand the concepts and concentrate. ,Yes,Yes,Yes,Yes,NO,NO,NO,NO,Excellent (> 90%)
1RVU23BSC084,Male,18,73.3,Urban,IDA_C,"Fulfills general curriculum/education requirement;Required (Core) for Program, Minor, or Specialization;Fits into my schedule","Lectures, including online lectures;Class discussions, including online discussion boards;In-class clickers or other quick response methods;Teamwork or group activities;Student presentations",No,R2,R2,R2,R2,R5,R5,R5,R5,R8,R8,R8,R8,R4,R4,R4,R4,R3,R3,R5,R5,3,3,3,3,Circumstances,Circumstances,Circumstances,Yourself,I was a little focused with other courses,NO,NO,NO,Yes,NO,NO,NO,Yes,Good (70 - 90%)
1RVU23BSC151,Female,18,92.50%,Urban,IDA_B,"Fulfills general curriculum/education requirement;Required (Core) for Program, Minor, or Specialization;Interest in the subject","Lectures, including online lectures;Class discussions, including online discussion boards;In-class clickers or other quick response methods;In-class learning activities, other than discussions;Teamwork or group activities",No,R1,R1,R9,R2,R7,R7,R7,R7,R2,R4,R3,R4,R2,R2,R2,R2,R5,R5,R5,R5,4,4,4,4,NA(marks >2),NA(marks >2),NA(marks >2),NA(marks >2),I chose not applicable(NA) because I have understood the basics of analysing data and it's mostly because of their teaching.,NO,NO,NO,NO,NO,NO,NO,NO,Excellent (> 90%)
1RVU23BSC113,Male,20,90.6,Urban,IDA_C,Interest in the subject;Fits into my schedule,"Lectures, including online lectures;In-class learning activities, other than discussions;Projects or portfolios",Yes,R3,R3,R3,R3,R7,R7,R7,R7,R7,R7,R7,R7,R1,R1,R1,R1,R5,R5,R5,R5,4,4,4,4,NA(marks >2),NA(marks >2),NA(marks >2),NA(marks >2),na,NO,NO,NO,NO,NO,NO,NO,NO,Good (70 - 90%)
1RVU23BSC008,Female,18,83.83,Urban,IDA_C,Interest in the subject;Fits into my schedule,"Lectures, including online lectures;In-class learning activities, other than discussions;Projects or portfolios",Yes,R3,R3,R3,R3,R7,R7,R7,R7,R7,R7,R7,R7,R1,R1,R1,R1,R5,R5,R5,R5,4,4,4,4,NA(marks >2),NA(marks >2),NA(marks >2),NA(marks >2),Na,Yes,Yes,Yes,Yes,NO,NO,NO,NO,Excellent (> 90%)
1RVU23BSC059,Male,19,71,Rural,IDA_A,"Fulfills general curriculum/education requirement;Required (Core) for Program, Minor, or Specialization;Interest in the subject","Lectures, including online lectures;Class discussions, including online discussion boards;In-class clickers or other quick response methods;In-class learning activities, other than discussions;Outside-class homework, readings;Projects or portfolios;Teamwork or group activities;Student presentations",No,R2,R2,R2,R2,R7,R7,R7,R7,R5,R5,R5,R5,R3,R3,R3,R3,R5,R5,R5,R5,5,5,5,5,NA(marks >2),NA(marks >2),NA(marks >2),NA(marks >2),"Teachers have explained everything in detail, they have clarified everyone's doubts even after class sessions and have given enough time for us to understand everything ",Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Excellent (> 90%)
1RVU23BSC165,Female,18,73%,Rural,IDA_A,Fulfills general curriculum/education requirement,"Lectures, including online lectures;In-class learning activities, other than discussions;Projects or portfolios;Teamwork or group activities",No,R3,R2,R1,R4,R5,R4,R6,R4,R1,R9,R7,R1,R3,R3,R3,R3,R5,R4,R5,R4,4,4,4,4,Yourself,Yourself,Yourself,Yourself,Teachers hve explained everything clearly and cleared out doubts even after class sessions.,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Excellent (> 90%)
1RVU23BSC133,Female,18,80,Urban,IDA_A,"Fulfills general curriculum/education requirement;Required (Core) for Program, Minor, or Specialization;Interest in the subject;Reputation or peer recommendation of the instructor (faculty);Fits into my schedule","Lectures, including online lectures;Class discussions, including online discussion boards;In-class clickers or other quick response methods;In-class learning activities, other than discussions;Outside-class homework, readings;Projects or portfolios;Teamwork or group activities",No,R2,R2,R2,R2,R2,R2,R2,R2,R2,R2,R2,R2,R1,R1,R1,R1,R4,R4,R4,R4,5,5,5,5,NA(marks >2),NA(marks >2),NA(marks >2),NA(marks >2),Not applicable ,NO,NO,NO,NO,NO,NO,NO,NO,Excellent (> 90%)
1RVU23BSC168,Female,18,84,Rural,IDA_B,"Required (Core) for Program, Minor, or Specialization;Interest in the subject","Lectures, including online lectures;Class discussions, including online discussion boards;In-class learning activities, other than discussions;Projects or portfolios;Teamwork or group activities;Student presentations;Writing work",Yes,R2,R2,R2,R2,R6,R6,R6,R6,R4,R4,R4,R4,R1,R1,R1,R1,R4,R4,R4,R4,4,4,4,4,NA(marks >2),NA(marks >2),NA(marks >2),NA(marks >2),NA,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Good (70 - 90%)
1RVU23BSC181,Male,18,78,Urban,IDA_A,Fulfills general curriculum/education requirement;Interest in the subject,"Lectures, including online lectures;In-class learning activities, other than discussions",Yes,R4,R4,R4,R4,R7,R7,R7,R6,R1,R1,R8,R8,R3,R3,R3,R3,R5,R5,R5,R4,3,3,3,3,NA(marks >2),NA(marks >2),NA(marks >2),NA(marks >2),I have chosen NA(marks >2) option in the above question ,NO,NO,Yes,Yes,NO,NO,NO,NO,Good (70 - 90%)
1RVUBSC23171,Male,18,86.3,Urban,IDA_A,Fulfills general curriculum/education requirement,"Lectures, including online lectures;Class discussions, including online discussion boards;In-class clickers or other quick response methods",No,R1,R1,R1,R1,R4,R4,R4,R4,R1,R1,R1,R1,R1,R1,R1,R1,R5,R5,R5,R5,5,5,5,5,NA(marks >2),NA(marks >2),NA(marks >2),NA(marks >2),Completely based on me.,Yes,Yes,Yes,Yes,NO,NO,NO,NO,Excellent (> 90%)
1RVU23BSC028,Female,19,76,Urban,IDA_A,"Fulfills general curriculum/education requirement;Required (Core) for Program, Minor, or Specialization;Interest in the subject","Lectures, including online lectures;Class discussions, including online discussion boards;In-class clickers or other quick response methods;In-class learning activities, other than discussions;Outside-class homework, readings;Projects or portfolios;Teamwork or group activities;Student presentations",No,R2,R2,R2,R2,R7,R7,R7,R7,R5,R5,R5,R5,R2,R2,R2,R2,R5,R5,R5,R5,4,4,4,4,NA(marks >2),NA(marks >2),NA(marks >2),NA(marks >2),   ,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Excellent (> 90%)
172,Male,18,80%,Urban,IDA_C,"Required (Core) for Program, Minor, or Specialization;Interest in the subject","Lectures, including online lectures;Class discussions, including online discussion boards;In-class learning activities, other than discussions;Outside-class homework, readings;Teamwork or group activities;Student presentations",No,R3,R3,R3,R3,R6,R6,R6,R6,R7,R7,R7,R7,R1,R1,R1,R1,R5,R5,R5,R5,4,4,4,4,Yourself,Yourself,Yourself,Yourself,I will be held responsible for my performance ,NO,NO,NO,NO,NO,NO,NO,NO,Excellent (> 90%)
1RVU23BSC131,Female,18,89.2,Urban,IDA_C,"Fulfills general curriculum/education requirement;Required (Core) for Program, Minor, or Specialization;Interest in the subject;Fits into my schedule","Lectures, including online lectures;Class discussions, including online discussion boards;In-class learning activities, other than discussions;Teamwork or group activities",No,R3,R3,R3,R3,R6,R6,R6,R6,R6,R8,R7,R6,R3,R3,R3,R3,R5,R5,R5,R5,5,5,5,5,NA(marks >2),NA(marks >2),NA(marks >2),NA(marks >2),I have studied well,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Excellent (> 90%)
1RVUBSC23077,Male,18,85%,Urban,IDA_C,Interest in the subject,"In-class learning activities, other than discussions",Yes,R1,R1,R1,R1,R6,R6,R6,R6,R1,R1,R1,R1,R3,R3,R3,R3,R4,R4,R4,R4,4,4,4,4,Yourself,Yourself,Yourself,Yourself,-,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Excellent (> 90%)
1RVU23BSC067,Female,19,87.8,Urban,IDA_C,"Fulfills general curriculum/education requirement;Required (Core) for Program, Minor, or Specialization;Interest in the subject;Reputation or peer recommendation of the instructor (faculty);Fits into my schedule","Lectures, including online lectures;Class discussions, including online discussion boards;In-class clickers or other quick response methods;In-class learning activities, other than discussions;Projects or portfolios;Teamwork or group activities;Student presentations",No,R3,R3,R3,R3,R6,R6,R6,R6,R4,R4,R4,R4,R3,R3,R3,R3,R5,R5,R5,R5,4,4,4,4,NA(marks >2),NA(marks >2),NA(marks >2),NA(marks >2),I am happy with my efforts and effort made by the faculty ,Yes,Yes,Yes,Yes,NO,NO,NO,NO,Good (70 - 90%)
1RVU23BSC120,Female,19,77.7,Rural,IDA_C,Interest in the subject,"Lectures, including online lectures;In-class learning activities, other than discussions;Outside-class homework, readings;Projects or portfolios;Teamwork or group activities;Student presentations",No,R6,R4,R1,R1,R5,R7,R7,R7,R2,R8,R5,R10,R1,R3,R3,R3,R5,R4,R4,R4,3,5,5,5,NA(marks >2),NA(marks >2),NA(marks >2),NA(marks >2),thanks to teachers for excellent teaching and hard work that helped me understand and apply and understand the concepts really well,NO,NO,NO,NO,NO,NO,NO,NO,Excellent (> 90%)
1rvu23bsc160,Male,18,80,Urban,IDA_B,Interest in the subject,"Lectures, including online lectures;Class discussions, including online discussion boards;Outside-class homework, readings;Projects or portfolios;Student presentations",Yes,R1,R1,R1,R1,R4,R4,R4,R4,R6,R7,R6,R7,R1,R1,R1,R1,R5,R5,R5,R5,4,4,4,4,NA(marks >2),NA(marks >2),NA(marks >2),NA(marks >2),N/A,NO,NO,NO,NO,NO,NO,NO,NO,Excellent (> 90%)
1RVU23BSC062,Male,20,70,Urban,IDA_A,"Required (Core) for Program, Minor, or Specialization;Interest in the subject","In-class learning activities, other than discussions;Outside-class homework, readings;Projects or portfolios;Teamwork or group activities",Yes,R1,R3,R5,R4,R4,R6,R6,R6,R1,R3,R6,R5,R3,R2,R2,R2,R2,R4,R4,R5,4,4,4,4,NA(marks >2),Circumstances,Circumstances,Yourself,Not putting required effort to learn.,NO,Yes,Yes,Yes,NO,Yes,Yes,Yes,Good (70 - 90%)
1RVU23BSC019,Female,19,89,Urban,IDA_A,"Fulfills general curriculum/education requirement;Required (Core) for Program, Minor, or Specialization;Interest in the subject","Lectures, including online lectures;Class discussions, including online discussion boards;In-class clickers or other quick response methods;In-class learning activities, other than discussions;Projects or portfolios;Teamwork or group activities;Student presentations",Yes,R3,R3,R3,R3,R7,R7,R7,R7,R1,R1,R1,R1,R1,R1,R1,R1,R5,R5,R5,R5,4,4,4,4,NA(marks >2),NA(marks >2),NA(marks >2),NA(marks >2),Nothing,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Excellent (> 90%)
1RVU23BSC032,Male,20,85%,Rural,IDA_A,"Fulfills general curriculum/education requirement;Required (Core) for Program, Minor, or Specialization;Interest in the subject;Fits into my schedule;Friends recommended the course","Lectures, including online lectures;Class discussions, including online discussion boards;In-class learning activities, other than discussions;Outside-class homework, readings;Projects or portfolios;Teamwork or group activities;Student presentations",Yes,R1,R2,R1,R2,R6,R5,R4,R3,R1,R2,R3,R4,R1,R1,R1,R1,R3,R4,R3,R4,3,3,3,3,Circumstances,Circumstances,Circumstances,Circumstances,If I had mental issues which had caused memory issue,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Excellent (> 90%)
1RVU23BSC042,Male,18,76,Urban,IDA_B,Interest in the subject,"Lectures, including online lectures;Class discussions, including online discussion boards;In-class clickers or other quick response methods;In-class learning activities, other than discussions;Student presentations",No,R4,R4,R4,R4,R6,R6,R6,R6,R6,R6,R6,R6,R1,R1,R1,R1,R5,R5,R5,R5,5,5,5,5,NA(marks >2),NA(marks >2),NA(marks >2),NA(marks >2),NA,Yes,Yes,Yes,Yes,NO,NO,NO,NO,Excellent (> 90%)
1RVU23BSC,Female,16,79%,Urban,IDA_C,"Fulfills general curriculum/education requirement;Required (Core) for Program, Minor, or Specialization;Interest in the subject;Fits into my schedule","Lectures, including online lectures;Class discussions, including online discussion boards;In-class clickers or other quick response methods;In-class learning activities, other than discussions;Outside-class homework, readings;Labs;Projects or portfolios;Teamwork or group activities;Student presentations",Yes,R3,R3,R3,R4,R6,R6,R6,R6,R10,R10,R10,R10,R1,R1,R1,R1,R5,R5,R5,R5,4,4,4,4,Yourself,Yourself,Yourself,Yourself,Because the teaching was good so it would be my fault to not put required efforts ,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Excellent (> 90%)
7,Female,18,69,Urban,IDA_B,"Required (Core) for Program, Minor, or Specialization;Interest in the subject","In-class clickers or other quick response methods;In-class learning activities, other than discussions;Teamwork or group activities;Student presentations",Yes,R2,R2,R2,R2,R6,R6,R7,R7,R2,R2,R1,R1,R3,R3,R4,R4,R4,R4,R4,R4,3,3,3,3,Yourself,Yourself,Yourself,Yourself,I would blame myself for not putting the required efforts.,Yes,Yes,Yes,Yes,NO,NO,NO,NO,Good (70 - 90%)
1RVU23BSC013,Male,18,55%,Urban,IDA_C,Interest in the subject;Reputation or peer recommendation of the instructor (faculty),"Lectures, including online lectures;In-class learning activities, other than discussions;Writing work",Yes,R1,R1,R1,R2,R6,R6,R6,R5,R3,R3,R3,R9,R1,R1,R1,R4,R5,R5,R5,R4,5,5,5,3,NA(marks >2),NA(marks >2),NA(marks >2),NA(marks >2),i didn't give myself marks below 2.,NO,NO,Yes,Yes,Yes,Yes,Yes,Yes,Good (70 - 90%)
1RVU23BSC160,Female,18,93.40%,Urban,IDA_A,"Fulfills general curriculum/education requirement;Required (Core) for Program, Minor, or Specialization;Interest in the subject","Lectures, including online lectures;Class discussions, including online discussion boards;Projects or portfolios;Teamwork or group activities;Student presentations;Writing work",Yes,R2,R4,R4,R6,R7,R6,R7,R7,R7,R9,R9,R9,R1,R2,R1,R3,R5,R5,R5,R5,4,4,5,4,NA(marks >2),NA(marks >2),NA(marks >2),NA(marks >2),"Not applicable, I think I did well.",Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Excellent (> 90%)
1RVU23BSC107,Female,18,85,Urban,IDA_A,Fulfills general curriculum/education requirement;Interest in the subject,"Lectures, including online lectures;Class discussions, including online discussion boards;Projects or portfolios;Teamwork or group activities",Yes,R3,R3,R2,R2,R5,R5,R6,R6,R5,R6,R6,R6,R1,R1,R1,R1,R5,R5,R5,R5,5,5,5,5,NA(marks >2),NA(marks >2),NA(marks >2),NA(marks >2),.......,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Excellent (> 90%)
1RVU23BSC066,Female,18,81%,Urban,IDA_C,"Fulfills general curriculum/education requirement;Required (Core) for Program, Minor, or Specialization;Interest in the subject","Lectures, including online lectures;In-class learning activities, other than discussions",Yes,R1,R1,R4,R4,R7,R7,R6,R6,R2,R6,R6,R6,R2,R2,R3,R3,R5,R5,R5,R5,5,5,5,5,NA(marks >2),NA(marks >2),NA(marks >2),NA(marks >2),i understood everything perfectly and did very well in the exams also...i was happy with my outcome.,NO,NO,NO,NO,NO,NO,NO,NO,Excellent (> 90%)
1RVU23BSC128,Male,18,92,Urban,IDA_B,"Fulfills general curriculum/education requirement;Required (Core) for Program, Minor, or Specialization;Interest in the subject;Fits into my schedule","Lectures, including online lectures;Class discussions, including online discussion boards;In-class clickers or other quick response methods;In-class learning activities, other than discussions;Projects or portfolios;Teamwork or group activities",Yes,R1,R1,R1,R1,R7,R7,R7,R7,R1,R1,R1,R1,R3,R3,R3,R3,R5,R5,R5,R5,4,4,4,4,Yourself,Yourself,Yourself,Yourself,I SHOULD HAVE PUT MORE EFFORT..!!,NO,NO,NO,NO,NO,NO,NO,NO,Excellent (> 90%)
1RVU23BSC072,Male,18,71,Urban,IDA_C,"Fulfills general curriculum/education requirement;Required (Core) for Program, Minor, or Specialization;Interest in the subject;Advisor recommended the course","Lectures, including online lectures;Class discussions, including online discussion boards;In-class clickers or other quick response methods;In-class learning activities, other than discussions;Outside-class homework, readings;Projects or portfolios",Yes,R9,R9,R9,R9,R7,R7,R7,R7,R2,R2,R2,R2,R1,R1,R1,R1,R5,R5,R5,R5,4,4,4,4,NA(marks >2),NA(marks >2),NA(marks >2),NA(marks >2), ,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Excellent (> 90%)
1RVU23BSC039,Male,19,43.5,Urban,IDA_C,"Fulfills general curriculum/education requirement;Required (Core) for Program, Minor, or Specialization;Interest in the subject","Lectures, including online lectures;Class discussions, including online discussion boards;In-class clickers or other quick response methods",Yes,R2,R2,R2,R2,R6,R6,R6,R6,R7,R8,R6,R7,R3,R3,R3,R3,R5,R5,R5,R5,3,3,3,3,Yourself,Yourself,Yourself,Yourself,good,Yes,Yes,Yes,Yes,NO,NO,NO,NO,Good (70 - 90%)
1RVU23BSC002,Male,19,62,Urban,IDA_A,"Fulfills general curriculum/education requirement;Required (Core) for Program, Minor, or Specialization;Interest in the subject;Fits into my schedule;Advisor recommended the course;Friends recommended the course","Lectures, including online lectures;Class discussions, including online discussion boards;In-class clickers or other quick response methods;In-class learning activities, other than discussions;Outside-class homework, readings",Yes,R2,R3,R4,R4,R7,R7,R7,R7,R7,R6,R6,R6,R1,R1,R1,R2,R5,R5,R5,R5,5,5,4,5,NA(marks >2),NA(marks >2),NA(marks >2),NA(marks >2),If I had'nt given my level best i would have no one else to blame but myself.,NO,NO,NO,NO,NO,NO,NO,NO,Excellent (> 90%)
1RVU23BSC116,Female,18,85,Urban,IDA_C,"Fulfills general curriculum/education requirement;Required (Core) for Program, Minor, or Specialization;Interest in the subject","Lectures, including online lectures;Class discussions, including online discussion boards;In-class clickers or other quick response methods;In-class learning activities, other than discussions",Yes,R2,R2,R2,R3,R6,R6,R5,R4,R3,R3,R6,R6,R1,R1,R1,R1,R4,R4,R3,R3,5,5,5,4,Yourself,Yourself,Yourself,Circumstances,I have understood to my knowledge ,NO,NO,Yes,Yes,NO,NO,Yes,Yes,Good (70 - 90%)
1RVU23BSC074,Male,19,75,Urban,IDA_A,"Fulfills general curriculum/education requirement;Required (Core) for Program, Minor, or Specialization;Interest in the subject;Fits into my schedule","Class discussions, including online discussion boards;In-class clickers or other quick response methods;Outside-class homework, readings;Projects or portfolios;Teamwork or group activities;Student presentations",Yes,R2,R2,R2,R3,R7,R6,R6,R6,R6,R6,R10,R8,R3,R3,R3,R3,R5,R5,R3,R4,4,4,2,3,NA(marks >2),NA(marks >2),Circumstances,NA(marks >2),During the co3 i was hospitalized and I was on sick leaves,NO,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Good (70 - 90%)
1RVU23BSC092,Male,19,70,Urban,IDA_B,"Required (Core) for Program, Minor, or Specialization;Interest in the subject","Class discussions, including online discussion boards;In-class learning activities, other than discussions;Outside-class homework, readings",No,R3,R3,R3,R3,R4,R4,R4,R4,R2,R6,R8,R9,R3,R6,R6,R3,R3,R5,R3,R3,4,3,4,4,NA(marks >2),NA(marks >2),Circumstances,Circumstances,Due to health issues or some mental issues ,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Good (70 - 90%)
1RVU23BSC087,Female,18,91.83%,Rural,IDA_B,"Required (Core) for Program, Minor, or Specialization;Interest in the subject","Lectures, including online lectures;Class discussions, including online discussion boards;In-class learning activities, other than discussions",Yes,R5,R5,R5,R5,R7,R7,R7,R7,R7,R7,R7,R7,R3,R3,R3,R3,R5,R5,R5,R5,4,4,4,4,Yourself,Yourself,Yourself,Yourself,"It is my responsibility to learn and understand the concept, hence I would blame myself if I fail to do it",Yes,Yes,Yes,Yes,NO,NO,NO,NO,Excellent (> 90%)
1RVU23BSC012,Male,18,80,Urban,IDA_B,Interest in the subject,"Lectures, including online lectures;Projects or portfolios",Yes,R3,R3,R3,R3,R7,R7,R7,R7,R6,R6,R6,R6,R1,R1,R1,R1,R5,R5,R5,R5,4,4,4,4,NA(marks >2),NA(marks >2),NA(marks >2),NA(marks >2),.,NO,NO,NO,NO,NO,NO,NO,NO,Excellent (> 90%)
1RVU23BSC022,Female,19,71,Urban,IDA_A,Interest in the subject,"Lectures, including online lectures;Outside-class homework, readings",Yes,R3,R3,R4,R4,R6,R6,R6,R6,R6,R6,R6,R6,R4,R4,R4,R4,R4,R4,R5,R5,3,3,3,3,NA(marks >2),NA(marks >2),NA(marks >2),NA(marks >2),I'm responsible for the marks I recieve,NO,NO,NO,NO,Yes,Yes,Yes,Yes,Excellent (> 90%)
1RVU23BSC145,Male,18,59,Urban,IDA_C,Fulfills general curriculum/education requirement,"Lectures, including online lectures;Class discussions, including online discussion boards;In-class learning activities, other than discussions",Yes,R1,R2,R2,R2,R4,R5,R6,R7,R1,R2,R3,R4,R1,R2,R1,R2,R5,R5,R5,R5,4,4,4,4,Yourself,Yourself,Circumstances,Circumstances,If feel like that,Yes,Yes,Yes,Yes,NO,NO,NO,NO,Good (70 - 90%)
1RVU23BSC081,Male,18,71.16%,Urban,IDA_C,"Fulfills general curriculum/education requirement;Required (Core) for Program, Minor, or Specialization;Interest in the subject","Lectures, including online lectures;Class discussions, including online discussion boards",Yes,R2,R2,R2,R2,R4,R4,R4,R4,R1,R1,R1,R1,R1,R1,R1,R1,R4,R4,R4,R4,4,4,4,4,Yourself,Yourself,Yourself,Yourself,I'd blame it on myself because at the end im the one responsible for my studies ,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Excellent (> 90%)
