USN ,rural/ urban area,Which teaching methods helped your learning? ,Were you prepared to take this course based on prior coursework?,"How much time did you spend weekly on this course outside of class for C01?
",How much time did you spend weekly on this course outside of class for C02? ,How much time did you spend weekly on this course outside of class for C03? ,How much time did you spend weekly on this course outside of class for C04? ,What level have you achieved in the course outcomes for C01?,What level have you achieved in the course outcomes for C02?,What level have you achieved in the course outcomes for C03?,What level have you achieved in the course outcomes for C04?,What were the key aspects of your efforts in CO1?,What were the key aspects of your efforts in CO2?,What were the key aspects of your efforts in CO3?,What were the key aspects of your efforts in CO4?,"
How satisfied are you with C01?","
How satisfied are you with C02?","
How satisfied are you with C03?","
How satisfied are you with C04?",List strategies for learning the course outcomes for C01,List strategies for learning the course outcomes for C02,List strategies for learning the course outcomes for C03,List strategies for learning the course outcomes for C04,"How many marks will you give yourself for C01? 
","How many marks will you give yourself for C02? 
",How many marks will you give yourself for C03?,How many marks will you give yourself for C04?,"If your marks are low in C01, who do you blame for your performance?","If your marks are low in C02, who do you blame for your performance?","If your marks are low in C03, who do you blame for your performance?","If your marks are low in C04, who do you blame for your performance?",Would more faculty concern improve your learning in C01?,Would more faculty concern improve your learning in C02?,Would more faculty concern improve your learning in C03?,Would more faculty concern improve your learning in C04?,Would more outside help improve your learning in C01?,Would more outside help improve your learning in C01?,Would more outside help improve your learning in C01?,Would more outside help improve your learning in C01?,Your overall feedback about the course,Write a paragraph about your course experience.
1RVU23CSE341,Urban,"Lectures, including online lectures;Class discussions, including online discussion boards;In-class clickers or other quick response methods;In-class learning activities, other than discussions;Outside-class homework, readings;Projects or portfolios;Teamwork or group activities;Student presentations;class quiz",No,T3,T3,T2,T2,R6,R6,R6,R6,R1,R2,R3,R4,R1,R2,R3,R1,R5,R5,R5,R5,4,3,4,4,NA(marks >2),NA(marks >2),NA(marks >2),NA(marks >2),NO,NO,NO,NO,NO,NO,NO,NO,Excellent (> 90%),"Taking the data analysis with Python course was a transformative experience. The course content was well-structured, starting with the fundamentals and progressively delving into more advanced topics. Hands-on exercises and projects allowed me to immediately apply the concepts learned in class, reinforcing my understanding and boosting my confidence in using Python for data analysis. The instructors were knowledgeable, approachable, and provided timely feedback, creating a supportive learning environment. Exploring real-world datasets and implementing various data manipulation and visualization techniques using libraries like Pandas and Matplotlib significantly enhanced my practical skills. Overall, the course provided a solid foundation in data analysis with Python, empowering me to extract meaningful insights from data efficiently."
1RVU23CSE203,Urban,"Lectures, including online lectures;Class discussions, including online discussion boards;In-class learning activities, other than discussions;Projects or portfolios;Student presentations",No,T2,T2,T2,T2,R6,R6,R5,R5,R6,R6,R5,R5,R5,R5,R5,R5,R5,R5,R5,R4,3,3,3,3,NA(marks >2),NA(marks >2),NA(marks >2),NA(marks >2),NO,NO,NO,NO,NO,NO,NO,NO,Okay (40 - 70%),"It was good , we learnt different methods to analyse data using python. "
1RVU23CSE190,Urban,"Lectures, including online lectures;Labs;Teamwork or group activities",Yes,T2,T2,T2,T3,R7,R7,R7,R7,R2,R2,R2,R2,R2,R2,R2,R2,R4,R4,R4,R4,4,4,4,4,NA(marks >2),NA(marks >2),NA(marks >2),NA(marks >2),NO,NO,NO,NO,NO,NO,NO,NO,Good (70 - 90%),I found the course fairly easy and the workload to be light but the applications analysis part could be a separate topic to learn to do post-analysis after applying the contents of the course in order to get a better sense of understanding of the work we do.
1RVU23CSE243,Urban,"Lectures, including online lectures;Class discussions, including online discussion boards;In-class learning activities, other than discussions;Projects or portfolios",No,T3,T3,T3,T3,R2,R2,R4,R2,,,,,R3,R3,R2,R2,R5,R5,R5,R5,3,4,4,4,NA(marks >2),NA(marks >2),NA(marks >2),NA(marks >2),NO,NO,NO,NO,NO,NO,NO,NO,Excellent (> 90%),The lectures and the course was quite interesting to learn. I had fun analysing all the data sets. The explanations and the MCQ and notebook tests that were given helped us to remember everything perfectly and know our mistakes then and there. The suggestions to use different sites for educational purposes given by lecturer was quite helpful
1RVU23CSE156,Rural,"Lectures, including online lectures;Teamwork or group activities",Yes,T2,T3,T3,T4,R4,R5,R5,R4,R1,R2,R2,R3,R2,R3,R3,R2,R3,R4,R4,R4,3,4,4,4,NA(marks >2),NA(marks >2),NA(marks >2),NA(marks >2),NO,NO,Yes,Yes,NO,NO,Yes,Yes,Good (70 - 90%),Overall my course experience was good . But if the teacher had taken more time in explaining each concepts then it would've been excellent.
1RVU23CSE426,Urban,"Class discussions, including online discussion boards;Outside-class homework, readings;Teamwork or group activities;Student presentations",Yes,T1,T1,T1,T2,R7,R7,R7,R6,R2,R6,R5,R5,R3,R3,R3,R3,R5,R5,R5,R5,5,5,5,5,NA(marks >2),NA(marks >2),NA(marks >2),NA(marks >2),NO,NO,NO,Yes,NO,NO,NO,Yes,Good (70 - 90%),"My journey through the Data Analysis with Python (DAP) course was a dynamic blend of learning and challenge. The instructor's diverse teaching methods, from insightful lectures to interactive discussions, significantly enriched my understanding. The practical approach, including hands-on projects, allowed me to apply theoretical knowledge effectively
More faculty support and concern beyond class hours could have enhanced the overall learning experience. Nevertheless, the course has equipped me with valuable skills in data analysis, laying a strong foundation for future endeavors in the field."
1RVU23CSE410,Rural,"Class discussions, including online discussion boards;In-class clickers or other quick response methods;In-class learning activities, other than discussions;Outside-class homework, readings;Projects or portfolios;Teamwork or group activities;Student presentations;Fieldwork/ field trips",No,T2,T2,T3,T2,R6,R6,R6,R6,R1,R1,R4,R5,R3,R3,R3,R3,R5,R5,R5,R5,4,4,3,4,NA(marks >2),NA(marks >2),NA(marks >2),NA(marks >2),Yes,Yes,Yes,Yes,NO,NO,NO,Yes,Good (70 - 90%),"Its was a great experience having DAP as it gave us the idea about how the data analysis works and how we use the prompts/ code/syntax to easier our reserach and the activities were fun doing because it wss something a lot of students had been through first time and it was fun learning and doing the activities.. our lecture sahana maam was so polite and patient and guided us throughout the course also her life experience she shared made us understand the out side world and kept us motivated to learn more about the course and analysis we done and will be doing in future
Thank you"
1RVU23CSE118,Rural,"Lectures, including online lectures;Class discussions, including online discussion boards;In-class learning activities, other than discussions;Teamwork or group activities;Fieldwork/ field trips",No,T3,T3,T3,T4,R3,R4,R5,R5,R5,R2,R4,R9,R2,R2,R6,R1,R4,R5,R4,R3,3,5,4,3,NA(marks >2),NA(marks >2),NA(marks >2),NA(marks >2),Yes,NO,NO,NO,Yes,NO,NO,Yes,Good (70 - 90%),It was a really good experience even though I didn't know Python it was interesting to learn it and the overall activities and the group project made it even more fun to learn.
1RVU23CSE211,Urban,Projects or portfolios,Yes,T1,T2,T2,T3,R6,R6,R6,R6,R3,R3,R3,R10,R3,R3,R3,R3,R3,R5,R3,R5,5,5,5,5,Teacher,Teacher,Teacher,Teacher,Yes,Yes,Yes,Yes,Yes,NO,Yes,NO,Good (70 - 90%),It was okay
1RVU23CSE252,Rural,"In-class learning activities, other than discussions;Projects or portfolios;Teamwork or group activities",No,T2,T3,T3,T4,R7,R6,R6,R6,,,,,R1,R1,R1,R3,R5,R5,R5,R5,4,4,4,4,Yourself,Yourself,Yourself,Circumstances,NO,NO,NO,NO,NO,NO,NO,Yes,Good (70 - 90%),"The course was absolutely good, as we learnt how to analyse the real life examples... I personally enjoyed doing project work"
1RVU23CSE518,Urban,"Lectures, including online lectures;Class discussions, including online discussion boards;Projects or portfolios;Teamwork or group activities;Student presentations",Yes,T2,T1,T1,T1,R5,R7,R6,R6,R2,R4,R6,R2,R2,R2,R3,R3,R5,R5,R5,R5,4,5,5,5,NA(marks >2),NA(marks >2),NA(marks >2),NA(marks >2),NO,NO,NO,NO,NO,NO,NO,NO,Good (70 - 90%),The course is really good and understood how to analyse the data given
1RVU23CSE236,Urban,"In-class clickers or other quick response methods;In-class learning activities, other than discussions;Projects or portfolios;Teamwork or group activities;Student presentations",No,T1,T1,T1,T1,R7,R7,R7,R7,R2,R2,R2,R2,R3,R3,R3,R3,R5,R3,R3,R5,5,5,5,5,NA(marks >2),NA(marks >2),NA(marks >2),NA(marks >2),NO,NO,NO,NO,NO,NO,NO,NO,Excellent (> 90%),The course is great and adds a very valuable skill of basic data science right in the 1st semester which uplifts and makes us differentiable from the crowd. The teacher was able to comprehend the knowledge and was fun to learn. The CO activities never felt like classroom work or assignments and was fun to do always.
1RVU23CSE102,Rural,"Lectures, including online lectures;Class discussions, including online discussion boards;In-class clickers or other quick response methods;In-class learning activities, other than discussions;Outside-class homework, readings;Labs;Projects or portfolios;Teamwork or group activities;Student presentations;Guest lecturers;Fieldwork/ field trips;Writing work",Yes,T4,T5,T5,T4,R7,R7,R6,R6,R1,R2,R5,R5,R1,R2,R1,R1,R5,R5,R5,R5,5,4,4,4,Yourself,Yourself,Yourself,Yourself,Yes,Yes,Yes,Yes,NO,NO,NO,NO,Excellent (> 90%),This course is excellent I learnt more preciously I am from bio background but I understand  very well because of teaching style.Overall good course
1RVU23CSE522,Urban,"Class discussions, including online discussion boards;Teamwork or group activities;Student presentations;Guest lecturers;Fieldwork/ field trips",Yes,T2,T2,T2,T2,R5,R5,R5,R5,R1,R2,R3,R4,R3,R3,R3,R3,R4,R4,R4,R4,3,3,3,3,NA(marks >2),NA(marks >2),NA(marks >2),NA(marks >2),NO,NO,NO,NO,NO,NO,NO,NO,Excellent (> 90%),"The data analysis course was a game-changer for me. Learning how to approach data with GenAI and other tools made it all click. I got the hang of central tendencies and using cool charts like scatter plots. Handling missing data and playing with visuals was like solving a puzzle. The course stressed how telling a story with data is key, and I loved that. Interpreting charts, especially those from India in pixels, made it feel real! Wrapping it up with a project tied everything together. It wasn't just learning; it was like getting a superpower to make sense of data."
1RVU23CSE139,Rural,"Lectures, including online lectures",Yes,T4,T4,T4,T4,R6,R6,R6,R6,R1,R2,R2,R2,R2,R2,R2,R2,R3,R3,R3,R3,3,3,3,3,NA(marks >2),NA(marks >2),NA(marks >2),NA(marks >2),NO,NO,NO,NO,NO,NO,NO,NO,Excellent (> 90%),Good
1RVU23CSE392,Urban,"Lectures, including online lectures;Class discussions, including online discussion boards;In-class learning activities, other than discussions;Labs;Projects or portfolios;Student presentations",Yes,T4,T4,T4,T4,R6,R6,R6,R6,R5,R5,R5,R5,R1,R1,R1,R1,R5,R5,R5,R5,5,5,5,5,NA(marks >2),NA(marks >2),NA(marks >2),NA(marks >2),Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Excellent (> 90%),Best
1RVU23CSE549,Urban,Teamwork or group activities,Yes,T2,T3,T3,T4,R2,R3,R2,R3,R2,R2,R3,,R4,R3,R4,R4,R2,R3,R2,R4,2,3,3,2,Circumstances,Yourself,Teacher,Yourself,Yes,Yes,NO,Yes,NO,NO,NO,NO,Good (70 - 90%),"Taking the Data Analysis with Python course was a rewarding experience that provided a solid foundation in leveraging Python for extracting insights from data. The course introduced key libraries like Pandas, NumPy, and Matplotlib, enabling me to manipulate and visualize datasets effectively. Practical exercises and real-world examples allowed for hands-on application, enhancing my skills in data cleaning, exploration, and visualization. While the course offered valuable insights, there were moments when clearer communication of assignments and expectations would have been beneficial. However, supplementing the coursework with external resources, such as ""Python for Data Analysis"" by Wes McKinney, proved invaluable. Overall, the course equipped me with the essential tools for data analysis, and I look forward to applying these skills confidently in future endeavors."
1RVU23CSE124,Urban,"In-class learning activities, other than discussions",No,T1,T2,T2,T2,R3,R3,R3,R2,R2,R2,R2,R2,R4,R4,R4,R4,R4,R4,R4,R4,3,3,3,3,NA(marks >2),NA(marks >2),NA(marks >2),NA(marks >2),Yes,Yes,Yes,Yes,NO,NO,NO,NO,Good (70 - 90%),Its good that we are getting to study this course in the very first sem of our btech program instead of the same old physics cycle chem cycle. Group projects nd assignments and small assessments surely helped me to have good grip on the subject
1RVU23CSE073,Urban,"Lectures, including online lectures;Class discussions, including online discussion boards;Outside-class homework, readings;Projects or portfolios;Teamwork or group activities",No,T2,T2,T3,T3,R6,R6,R6,R6,R7,R7,R7,R7,R1,R1,R1,R1,R5,R5,R5,R5,4,5,4,4,NA(marks >2),NA(marks >2),NA(marks >2),NA(marks >2),Yes,Yes,Yes,Yes,NO,NO,NO,NO,Good (70 - 90%),I thoroughly enjoyed this class because I got to learn a lot of things that I didn't know before. This class really intrigued me in the field of data science as i wa not that aware of it before. Our teacher being person who has actual experience in the field made learning the subject easier as she gave us her insights of her experience and have us a better understanding. This subject has also taught us how to tackle and understand certain problems that  we face with the help of data science
1RVU23CSE221,Urban,"Lectures, including online lectures;In-class learning activities, other than discussions;Student presentations",Yes,T1,T2,T2,T2,R7,R7,R7,R7,R5,R5,R5,R5,R2,R2,R2,R2,R5,R5,R5,R5,5,5,5,4,NA(marks >2),NA(marks >2),NA(marks >2),NA(marks >2),Yes,Yes,Yes,Yes,NO,NO,NO,NO,Good (70 - 90%),The course was actually great and useful in my opinion.The things taught could be easily used in real life situations and could be used in combination with programming languages to create something unique and useful
1RVU23CSE150,Urban,"Lectures, including online lectures;Class discussions, including online discussion boards;In-class clickers or other quick response methods;In-class learning activities, other than discussions;Outside-class homework, readings;Projects or portfolios;Teamwork or group activities;Student presentations",Yes,T2,T3,T3,T3,R7,R6,R6,R6,R1,R5,R5,R5,R1,R1,R1,R1,R4,R4,R4,R4,4,4,4,4,NA(marks >2),NA(marks >2),NA(marks >2),NA(marks >2),NO,Yes,Yes,Yes,NO,Yes,Yes,NO,Good (70 - 90%),The course was pretty informative and interesting. Looking forward to learning more
1RVU23CSE546,Urban,"Lectures, including online lectures;Class discussions, including online discussion boards;In-class learning activities, other than discussions;Labs;Projects or portfolios;Teamwork or group activities",No,T1,T2,T3,T2,R6,R6,R6,R6,R2,R3,R3,R3,R5,R5,R5,R5,R1,R2,R3,R2,3,3,2,1,NA(marks >2),NA(marks >2),NA(marks >2),NA(marks >2),Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Okay (40 - 70%),Yeah it needs us importantly for data analysis in future problems
1RVU23CSE537,Rural,"Class discussions, including online discussion boards;In-class learning activities, other than discussions;Projects or portfolios;Teamwork or group activities;Student presentations;Fieldwork/ field trips",Yes,T1,T3,T2,T4,R6,R1,R2,R3,R1,R4,R2,R2,R2,R1,R3,R2,R4,R1,R4,R3,4,1,2,3,Teacher,Circumstances,Teacher,Circumstances,Yes,Yes,Yes,Yes,NO,NO,NO,NO,Excellent (> 90%),"Good faculties and good activities, assignment and teaching. "
1RVU23CSE523,Urban,"In-class learning activities, other than discussions;Projects or portfolios;Teamwork or group activities;Student presentations;Writing work",Yes,T1,T2,T2,T2,R7,R7,R6,R6,R2,R2,R3,R3,R1,R2,R3,R1,R4,R5,R4,R5,3,3,3,4,NA(marks >2),NA(marks >2),NA(marks >2),NA(marks >2),NO,NO,NO,NO,Yes,Yes,Yes,Yes,Good (70 - 90%),"A unique course where I learnt new stuff in terms of data interpretation, analysis ad finding inferences.Really liked it. Looking forward to more such courses."
1RVU23CSE420,Urban,"Class discussions, including online discussion boards;In-class learning activities, other than discussions;Outside-class homework, readings;Projects or portfolios;Student presentations",Yes,T4,T4,T4,T4,R7,R7,R6,R6,R5,R5,R1,R3,R1,R1,R1,R1,R5,R5,R5,R4,5,5,4,4,NA(marks >2),NA(marks >2),NA(marks >2),NA(marks >2),Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Good (70 - 90%),It was an interesting course overall
1RVU23CSE041,Urban,"Class discussions, including online discussion boards;In-class clickers or other quick response methods;In-class learning activities, other than discussions;Outside-class homework, readings",No,T1,T6,T7,T7,R5,R7,R7,R6,R9,R7,R7,R7,R1,R3,R3,R3,R4,R5,R4,R5,4,5,5,5,NA(marks >2),NA(marks >2),NA(marks >2),NA(marks >2),Yes,NO,NO,NO,Yes,NO,NO,NO,Excellent (> 90%),"It was fun, I enjoyed it, I learnt something new, very happy with how the course went, I wasn't expecting anything from the beginning probably the curiosity what drove me to understand things better and get things done for me when I had multiple courses to deal with and happy how things fell into place. Thanks to sahana ma'am things went quite well for me because of her guidance and support"
1RVU23CSE533,Urban,"Lectures, including online lectures;Class discussions, including online discussion boards;In-class learning activities, other than discussions;Projects or portfolios;Teamwork or group activities;Student presentations",Yes,T2,T4,T6,T5,R7,R7,R6,R6,R1,R6,R6,R6,R1,R1,R1,R1,R5,R5,R5,R5,3,3,3,3,NA(marks >2),NA(marks >2),NA(marks >2),NA(marks >2),NO,NO,NO,NO,NO,Yes,Yes,Yes,Good (70 - 90%),"the course was a new experience. i couldn't understand some explanation done in class unless i practiced the activities. Overall, it was a nice experience."
1RVU23CSE191,Urban,Teamwork or group activities,No,T1,T2,T2,T2,R4,R4,R4,R4,R11,R11,R11,R11,R3,R3,R3,R3,R5,R5,R5,R5,5,5,5,5,Circumstances,Circumstances,Circumstances,Circumstances,Yes,Yes,Yes,Yes,NO,NO,NO,NO,Excellent (> 90%),Good
1RVU23CSE366,Urban,"Lectures, including online lectures;In-class clickers or other quick response methods;Labs;Projects or portfolios;Guest lecturers;Writing work",,T4,T4,T4,T4,R5,R5,R4,R4,R2,R2,R2,R6,R3,R3,R3,R3,R2,R2,R2,R2,4,4,4,4,Teacher,Teacher,Teacher,Teacher,Yes,Yes,Yes,Yes,NO,NO,NO,NO,Good (70 - 90%),.
1RVU23CSE412,Rural,"Class discussions, including online discussion boards;In-class learning activities, other than discussions",No,T3,T3,T3,T3,R7,R7,R7,R7,R9,R9,R9,R9,R3,R3,R3,R3,R5,R5,R5,R5,4,4,4,4,NA(marks >2),NA(marks >2),NA(marks >2),NA(marks >2),Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Excellent (> 90%),"Basically it' s a wonderful course I like it 
It's all about our understanding, analysing the data  and implementing the necessary things"
1RVU23CSE305,Rural,"In-class learning activities, other than discussions",Yes,T8,,,,R3,R5,R4,R5,R2,R3,R3,R2,R2,R2,R2,R2,R3,R4,R4,R3,2,2,2,2,Yourself,Teacher,Teacher,Circumstances,Yes,Yes,Yes,Yes,Yes,Yes,Yes,NO,Good (70 - 90%),Good
1RVU23CSE348,Urban,"Lectures, including online lectures;Class discussions, including online discussion boards;In-class clickers or other quick response methods;Projects or portfolios;Student presentations",Yes,T1,T1,T1,T2,R1,R1,R1,R1,R2,R2,R2,R2,R2,R2,R2,R2,R5,R5,R5,R5,3,3,3,3,NA(marks >2),NA(marks >2),NA(marks >2),NA(marks >2),Yes,Yes,Yes,Yes,NO,NO,NO,NO,Good (70 - 90%),-
RVU23CSE527,Urban,"Lectures, including online lectures;Labs;Projects or portfolios;Teamwork or group activities;Student presentations;Fieldwork/ field trips",Yes,T4,T3,T4,T4,R4,R3,R3,R4,R1,R3,R1,R1,R1,R3,R1,R1,R3,R3,R3,R4,2,2,2,2,Circumstances,Yourself,Teacher,Yourself,Yes,Yes,NO,Yes,Yes,Yes,Yes,Yes,Okay (40 - 70%),ok Its GOOD to ME
1RVU23CSE282,Urban,"Class discussions, including online discussion boards;In-class clickers or other quick response methods;In-class learning activities, other than discussions;Labs;Projects or portfolios;Teamwork or group activities;Student presentations;Fieldwork/ field trips",No,T1,T2,T2,T2,R7,R6,R6,R6,R1,R6,R6,R6,R2,R2,R1,R2,R5,R5,R5,R5,5,4,3,4,NA(marks >2),NA(marks >2),NA(marks >2),NA(marks >2),NO,NO,NO,NO,NO,NO,NO,NO,Excellent (> 90%),"DAP with its activities let me have a more hands on experience and the freedom given to us to try it out by ourselves by the facutly helped in clearly understanding how the things work, which just learning the theory wouldve never been able to get me here. All the activities and the last project helped me solidify the concepts."
1RVU23CSE357,Urban,"Lectures, including online lectures;Class discussions, including online discussion boards;In-class learning activities, other than discussions;Outside-class homework, readings;Projects or portfolios;Teamwork or group activities;Student presentations;Guest lecturers;Writing work",Yes,T1,T2,T3,T4,R5,R6,R6,R7,R6,R2,R7,R8,R3,R1,R2,R3,R2,R5,R5,R5,3,4,3,4,NA(marks >2),NA(marks >2),NA(marks >2),NA(marks >2),NO,NO,Yes,NO,NO,Yes,NO,Yes,Good (70 - 90%),I was very happy and fortunate to get this course as it helped me to gain immense knowledge about Data Analysis on Statistics and it gives pleasure to code python in Jupyter Notebook. I also want to thank the teacher of our section for understanding every concepts in this course and want to continue this course for  learning in the upcoming semesters.
1RVU23CSE520,Urban,"Lectures, including online lectures;Class discussions, including online discussion boards;In-class learning activities, other than discussions;Projects or portfolios;Teamwork or group activities;Student presentations",Yes,T1,T2,T2,T3,R7,R7,R7,R7,R2,R4,R4,R5,R1,R2,R2,R2,R5,R5,R5,R5,5,5,5,5,NA(marks >2),NA(marks >2),NA(marks >2),NA(marks >2),NO,NO,NO,NO,NO,NO,NO,NO,Excellent (> 90%),"From this course I learned about the different ways data can b represented. I was able to learn about the important information that can be extracted from data and what that information represented. I learned to do all this using python libraries, which also set a foundation in future courses related to AIML. "
1RVU23CSE300,Rural,"Class discussions, including online discussion boards;In-class clickers or other quick response methods;In-class learning activities, other than discussions;Outside-class homework, readings;Labs;Projects or portfolios;Teamwork or group activities;Student presentations",Yes,T1,T1,T1,T1,R5,R5,R6,R6,R2,R3,R3,R4,R1,R1,R1,R1,R4,R5,R5,R5,3,3,3,3,Yourself,Yourself,Yourself,Yourself,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Good (70 - 90%),I enjoyed a lot in this course... Thanks to sir 🙏he taught well ...
1RVU23CSE265,Urban,"In-class clickers or other quick response methods;In-class learning activities, other than discussions;Outside-class homework, readings;Projects or portfolios;Teamwork or group activities;Student presentations",Yes,T1,T2,T2,T2,R7,R6,R6,R6,R2,R4,R5,R6,R1,R3,R4,R1,R5,R5,R5,R5,4,4,4,4,NA(marks >2),NA(marks >2),NA(marks >2),NA(marks >2),NO,NO,NO,Yes,NO,NO,NO,NO,Excellent (> 90%),"Throughout the course, I gained a comprehensive understanding of data analysis with Python, achieving proficiency in various key course outcomes. In CO 1, I developed a solid data mindset and honed my ability to leverage GenAI and other resources for efficient initiation into data analysis, enhancing overall productivity. CO 2 and CO 3 equipped me with the skills to apply measures of central tendencies, variability, percentiles, skewness, kurtosis, and frequency table analysis, enabling me to identify patterns and trends within datasets. CO 4 expanded my knowledge to include data visualization techniques such as line plots, scatter plots, bar plots, box plots, and heatmaps, empowering me to detect outliers and explore correlations effectively. CO 5 emphasized the importance of data preprocessing, including handling missing values, duplicate values, encoding categorical variables, and scaling features to enhance data quality. The course delved into the art of effective data storytelling (CO 6), ensuring that I can communicate insights and recommendations for data-driven decision-making. CO 7 provided practical experience in data interpretation using visualizations created by India in Pixels. Moreover, the course broadened my perspective in CO 8 by highlighting the application of machine learning in analyzing non-numerical data, such as audio, images, videos, and text. Finally, in CO 9, I successfully applied the knowledge gained from CO 1 through CO 8 to tackle a new dataset in the form of a comprehensive project, solidifying my practical skills and understanding of the subject matter."
1RVU23CSE212,Urban,"Lectures, including online lectures;Class discussions, including online discussion boards;In-class clickers or other quick response methods;Labs;Projects or portfolios;Teamwork or group activities;Student presentations;Guest lecturers",No,T1,T1,T3,T2,R6,R6,R3,R6,,,R2,R5,R1,R1,R7,R3,R5,R5,R5,R5,3,3,2,4,NA(marks >2),NA(marks >2),NA(marks >2),NA(marks >2),Yes,Yes,Yes,Yes,NO,NO,Yes,NO,Excellent (> 90%),"It was an excellent course for the 1st semester 
The course instructor was very good at conveying the content to us and made us think and question the content being taught and helped us a lot for our final project and was very kind to do so "
1RVU23CSE162,Urban,"Lectures, including online lectures;Class discussions, including online discussion boards;In-class clickers or other quick response methods;In-class learning activities, other than discussions;Outside-class homework, readings;Labs;Projects or portfolios;Teamwork or group activities;Student presentations;Guest lecturers;Fieldwork/ field trips;Writing work",No,T2,T2,T2,T3,R6,R7,R7,R7,R1,R4,R3,R5,R1,R1,R2,R2,R5,R5,R5,R5,4,4,4,4,NA(marks >2),NA(marks >2),NA(marks >2),NA(marks >2),NO,NO,NO,NO,NO,NO,NO,NO,Excellent (> 90%),IT WAS ABSOLUTELY EDUCATING TO LEARN DATA ANALYSIS WITH PYTHON
1RVU23CSE334,Urban,"Lectures, including online lectures;Class discussions, including online discussion boards;In-class clickers or other quick response methods;In-class learning activities, other than discussions;Student presentations",Yes,T3,T3,T3,T3,R6,R6,R6,R6,R1,R2,R3,R4,R3,R3,R3,R3,R5,R5,R5,R5,4,4,4,4,Yourself,Yourself,Yourself,Yourself,NO,NO,NO,NO,Yes,Yes,Yes,Yes,Excellent (> 90%),"Before this course I never knew about data analysis but this course made me good in many aspects like presentation, analysing, etc. I am able to to internships on data analysis. All thanks to our course instructor SIR Ashwini Mathur , who guided us throughout the course, has been a great mentor ."
1RVU23CSE068,Rural,"In-class learning activities, other than discussions;Outside-class homework, readings;Projects or portfolios;Teamwork or group activities;Student presentations",No,T2,T2,T2,T2,R6,R6,R6,R6,R5,R5,R5,R7,R1,R1,R1,R1,R5,R5,R5,R5,4,4,4,4,NA(marks >2),NA(marks >2),NA(marks >2),NA(marks >2),Yes,Yes,Yes,Yes,NO,NO,NO,NO,Excellent (> 90%),Overall the course was good. We were taught very well. Most of the assignments would be completed in the class itself which was a good thing. Mode of examinations were also good and practical oriented.
1RVU23CSE143,Urban,"Outside-class homework, readings;Labs;Projects or portfolios;Teamwork or group activities;Student presentations;Guest lecturers",Yes,T1,T1,T1,T1,R1,R1,R1,R1,R1,R1,R1,R1,R1,R1,R1,R1,R1,R1,R1,R1,3,3,3,1,NA(marks >2),Teacher,NA(marks >2),Circumstances,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Good (70 - 90%),Good
1RVU23CSE138,Urban,"Lectures, including online lectures;Class discussions, including online discussion boards;In-class clickers or other quick response methods;In-class learning activities, other than discussions;Outside-class homework, readings;Projects or portfolios;Teamwork or group activities;Student presentations;Guest lecturers",Yes,T1,T2,T2,T2,R2,R2,R2,R6,R1,R1,R2,R3,R1,R1,R1,R2,R1,R1,R1,R1,1,1,3,3,Yourself,Yourself,NA(marks >2),NA(marks >2),NO,NO,NO,NO,Yes,Yes,Yes,Yes,Excellent (> 90%),It was a good experience
1RVU23CSE274,Rural,"In-class learning activities, other than discussions;Labs;Writing work",Yes,T2,T3,T3,T3,R6,R6,R6,R6,R7,R6,R6,R6,R3,R3,R3,R3,R2,R5,R5,R5,4,4,4,4,NA(marks >2),NA(marks >2),NA(marks >2),NA(marks >2),Yes,Yes,Yes,Yes,NO,NO,Yes,Yes,Good (70 - 90%),I EXPERIANCE A LOT THAT HOW TO ANALYSE THE QUESTIONS I LEARN FROM THIS COURCE
1RVU23CSE330,Urban,,No,,,,,R6,R7,R6,R7,,,,,R2,R2,R1,R3,R3,R4,R5,R5,4,4,4,4,NA(marks >2),NA(marks >2),NA(marks >2),NA(marks >2),NO,NO,NO,NO,NO,NO,NO,NO,Good (70 - 90%),"It was one of the best course I got to learn, I thank to sir Vaidyanathan Siva subramanian for making us to learn so much and for his support, encouragement. This course made us to develop analytic skills and easy way to approach the problem. Thank you "
1RVU23CSE351,Urban,"Class discussions, including online discussion boards;Projects or portfolios",No,T2,T2,T2,T3,R5,R5,R5,R5,R5,R5,R5,R5,R2,R2,R2,R2,R5,R5,R5,R5,4,4,4,4,Yourself,Yourself,Yourself,Yourself,NO,NO,NO,NO,NO,NO,NO,NO,Excellent (> 90%),I have had a great experience in my courses so far. I have learned a lot of new information and skills. I am particularly grateful for the support of my professors and classmates. They have always been there to help me when I needed .
1RVU23CSE084,Urban,"Class discussions, including online discussion boards;In-class clickers or other quick response methods;In-class learning activities, other than discussions;Projects or portfolios;Teamwork or group activities;Student presentations",Yes,T5,T5,T4,T6,R6,R6,R6,R6,R2,R2,R2,R6,R1,R1,R1,R1,R4,R4,R3,R3,3,3,3,4,Yourself,Yourself,Yourself,Circumstances,NO,NO,NO,NO,NO,NO,NO,NO,Excellent (> 90%),The course was really good especially analysing different dataset by using different concepts
